pmaid,name,feature_desc,hours,xpos,ypos,Location
371,Madrona Playground,Basketball (Half),6 a.m. - 10 p.m.,-122.2898852,47.61102165,"(47.611022, -122.289885)"
373,Miller Playfield,Tennis Court (Outdoor),6 a.m. - 10 p.m.,-122.3062614,47.62143332,"(47.621433, -122.306261)"
376,Montlake Playfield,Restrooms (ADA Compliant),4 a.m. - 11:30 p.m.,-122.310081,47.64240669,"(47.642407, -122.310081)"
303,Bayview Playground,Soccer,4 a.m. - 11:30 p.m.,-122.3867861,47.6438017,"(47.643802, -122.386786)"
289,Loyal Heights Playfield,Football,4 a.m. - 11:30 p.m.,-122.3832402,47.68410594,"(47.684106, -122.38324)"
318,Ella Bailey Park,View,4 a.m. - 11:30 p.m.,-122.3910597,47.64058448,"(47.640584, -122.39106)"
319,Magnolia Playfield,Baseball/Softball,4 a.m. - 11:30 p.m.,-122.3994722,47.64374582,"(47.643746, -122.399472)"
373,Miller Playfield,Soccer,6 a.m. - 10 p.m.,-122.3062614,47.62143332,"(47.621433, -122.306261)"
423,Rainier Playfield,Tennis Lights,4 a.m. - 11:30 p.m.,-122.2862001,47.56181733,"(47.561817, -122.2862)"
431,Van Asselt Playground,Play Area (ADA Compliant),6 a.m. - 10 p.m.,-122.2940676,47.5394461,"(47.539446, -122.294068)"
450,Delridge Playfield,Community Center,4 a.m. - 11:30 p.m.,-122.3643707,47.56284245,"(47.562842, -122.364371)"
3941,Walt Hundley Playfield,Community Center,4 a.m. - 11:30 p.m.,-122.3734149,47.54016974,"(47.54017, -122.373415)"
3913,T.T. Minor Playground,Paths,4 a.m. - 11:30 p.m.,-122.3105431,47.61311072,"(47.613111, -122.310543)"
467,South Park Playground,Community Center,4 a.m. - 11:30 p.m.,-122.3241588,47.52801598,"(47.528016, -122.324159)"
350,Cascade Playground,P-Patch Community Garden,4 a.m. - 11:30 p.m.,-122.3323548,47.62140522,"(47.621405, -122.332355)"
422,Rainier Beach Playfield,Restrooms,4 a.m. - 11:30 p.m.,-122.2731358,47.52504095,"(47.525041, -122.273136)"
250,Sandel Playground,Restrooms (ADA Compliant),4 a.m. - 11:30 p.m.,-122.3587007,47.6951337,"(47.695134, -122.358701)"
446,Alki Playground,Community Center,4 a.m. - 11:30 p.m.,-122.4073123,47.57849726,"(47.578497, -122.407312)"
3887,Interbay Athletic Complex,Restrooms (ADA Compliant),4 a.m. - 11:30 p.m.,-122.3791913,47.64723939,"(47.647239, -122.379191)"
446,Alki Playground,Tennis Lights,4 a.m. - 11:30 p.m.,-122.4073123,47.57849726,"(47.578497, -122.407312)"
3703,Bar-S Playground,Baseball/Softball,4 a.m. - 11:30 p.m.,-122.4160544,47.57519512,"(47.575195, -122.416054)"
436,Benefit Playground,Pesticide Free,6 a.m. - 10 p.m.,-122.2842942,47.51899824,"(47.518998, -122.284294)"
352,Meadowbrook Playfield,Tennis Lights,4 a.m. - 11:30 p.m.,-122.2934929,47.70577111,"(47.705771, -122.293493)"
3881,Maple Leaf Resevoir Park,Pickleball Court,4 a.m. - 11:30 p.m.,-122.3156129,47.6890145,"(47.689015, -122.315613)"
3881,Maple Leaf Resevoir Park,Restrooms (ADA Compliant),4 a.m. - 11:30 p.m.,-122.3156129,47.6890145,"(47.689015, -122.315613)"
414,Lakewood Playfield,Pesticide Free,4 a.m. - 11:30 p.m.,-122.2700596,47.5588308,"(47.558831, -122.27006)"
423,Rainier Playfield,Tennis Court (Outdoor),4 a.m. - 11:30 p.m.,-122.2862001,47.56181733,"(47.561817, -122.2862)"
496,Burke-Gilman Playground Park,Basketball (Half),4 a.m. - 11:30 p.m.,-122.282623,47.66663386,"(47.666634, -122.282623)"
376,Montlake Playfield,Tennis Court (Outdoor),4 a.m. - 11:30 p.m.,-122.310081,47.64240669,"(47.642407, -122.310081)"
4465,Rotary Viewpoint,Weddings and Ceremonies,4 a.m. - 11:30 p.m.,-122.3758592,47.56022205,"(47.560222, -122.375859)"
457,Highland Park Playground,Wading Pool or Water Feature,4 a.m. - 11:30 p.m.,-122.349034,47.52737972,"(47.52738, -122.349034)"
3887,Interbay Athletic Complex,Soccer,4 a.m. - 11:30 p.m.,-122.3791913,47.64723939,"(47.647239, -122.379191)"
353,Garfield Playfield,Restrooms,6 a.m. - 10 p.m.,-122.3014119,47.6070978,"(47.607098, -122.301412)"
3913,T.T. Minor Playground,Pesticide Free,4 a.m. - 11:30 p.m.,-122.3105431,47.61311072,"(47.613111, -122.310543)"
418,Maple Wood Playfield,Paths (ADA Compliant),4 a.m. - 11:30 p.m.,-122.3188451,47.56004088,"(47.560041, -122.318845)"
350,Cascade Playground,Restrooms (ADA Compliant),4 a.m. - 11:30 p.m.,-122.3323548,47.62140522,"(47.621405, -122.332355)"
248,Ross Playground,Restrooms,6 a.m. - 10 p.m.,-122.3613468,47.65971791,"(47.659718, -122.361347)"
446,Alki Playground,Play Area (ADA Compliant),4 a.m. - 11:30 p.m.,-122.4073123,47.57849726,"(47.578497, -122.407312)"
3941,Walt Hundley Playfield,Flag Football,4 a.m. - 11:30 p.m.,-122.3734149,47.54016974,"(47.54017, -122.373415)"
467,South Park Playground,Play Area,4 a.m. - 11:30 p.m.,-122.3241588,47.52801598,"(47.528016, -122.324159)"
353,Garfield Playfield,Pool (Indoor),6 a.m. - 10 p.m.,-122.3014119,47.6070978,"(47.607098, -122.301412)"
423,Rainier Playfield,Play Area (ADA Compliant),4 a.m. - 11:30 p.m.,-122.2862001,47.56181733,"(47.561817, -122.2862)"
457,Highland Park Playground,Restrooms,4 a.m. - 11:30 p.m.,-122.349034,47.52737972,"(47.52738, -122.349034)"
340,Laurelhurst Playfield,Tennis Lights,6 a.m. - 10 p.m.,-122.2780192,47.65988952,"(47.65989, -122.278019)"
4201,Puget Ridge Playground,Play Area (ADA Compliant),4 a.m. - 11:30 p.m.,-122.359947,47.54736833,"(47.547368, -122.359947)"
496,Burke-Gilman Playground Park,Play Area (ADA Compliant),4 a.m. - 11:30 p.m.,-122.282623,47.66663386,"(47.666634, -122.282623)"
450,Delridge Playfield,Restrooms (ADA Compliant),4 a.m. - 11:30 p.m.,-122.3643707,47.56284245,"(47.562842, -122.364371)"
319,Magnolia Playfield,Restrooms (ADA Compliant),4 a.m. - 11:30 p.m.,-122.3994722,47.64374582,"(47.643746, -122.399472)"
458,E.C. Hughes Playground,Baseball/Softball,4 a.m. - 11:30 p.m.,-122.3695452,47.53280491,"(47.532805, -122.369545)"
242,Gilman Playground,Play Area (ADA Compliant),4 a.m. - 11:30 p.m.,-122.369684,47.66729167,"(47.667292, -122.369684)"
330,West Queen Anne Playfield,Baseball/Softball,4 a.m. - 11:30 p.m.,-122.3595039,47.63551408,"(47.635514, -122.359504)"
376,Montlake Playfield,Community Center,4 a.m. - 11:30 p.m.,-122.310081,47.64240669,"(47.642407, -122.310081)"
446,Alki Playground,Baseball/Softball,4 a.m. - 11:30 p.m.,-122.4073123,47.57849726,"(47.578497, -122.407312)"
400,Beacon Hill Playground,Tennis Court (Outdoor),4 a.m. - 11:30 p.m.,-122.3153246,47.58622631,"(47.586226, -122.315325)"
248,Ross Playground,T-Ball,6 a.m. - 10 p.m.,-122.3613468,47.65971791,"(47.659718, -122.361347)"
330,West Queen Anne Playfield,Community Center,4 a.m. - 11:30 p.m.,-122.3595039,47.63551408,"(47.635514, -122.359504)"
4563,Yesler Playfield,Play Area (ADA Compliant),4 a.m. - 11:30 p.m.,-122.3200826,47.60126168,"(47.601262, -122.320083)"
439,Hutchinson Playground,Tennis Court (Outdoor),4 a.m. - 11:30 p.m.,-122.2600621,47.51431208,"(47.514312, -122.260062)"
3941,Walt Hundley Playfield,Play Area (ADA Compliant),4 a.m. - 11:30 p.m.,-122.3734149,47.54016974,"(47.54017, -122.373415)"
404,Cleveland Playfield,Football,4 a.m. - 11:30 p.m.,-122.315542,47.55201155,"(47.552012, -122.315542)"
380,Rogers Playground,Play Area (ADA Compliant),4 a.m. - 11:30 p.m.,-122.3252569,47.64260095,"(47.642601, -122.325257)"
353,Garfield Playfield,Community Center,6 a.m. - 10 p.m.,-122.3014119,47.6070978,"(47.607098, -122.301412)"
340,Laurelhurst Playfield,Tennis Court (Outdoor),6 a.m. - 10 p.m.,-122.2780192,47.65988952,"(47.65989, -122.278019)"
4465,Rotary Viewpoint,View,4 a.m. - 11:30 p.m.,-122.3758592,47.56022205,"(47.560222, -122.375859)"
467,South Park Playground,Wading Pool or Water Feature,4 a.m. - 11:30 p.m.,-122.3241588,47.52801598,"(47.528016, -122.324159)"
241,B.F. Day Playground,Soccer,4 a.m. - 11:30 p.m.,-122.3492215,47.65603015,"(47.65603, -122.349221)"
446,Alki Playground,Pesticide Free,4 a.m. - 11:30 p.m.,-122.4073123,47.57849726,"(47.578497, -122.407312)"
456,Hiawatha Playfield,Community Center,4 a.m. - 11:30 p.m.,-122.3849647,47.57827243,"(47.578272, -122.384965)"
373,Miller Playfield,Decorative Fountain,6 a.m. - 10 p.m.,-122.3062614,47.62143332,"(47.621433, -122.306261)"
1104,Meridian Playground,Weddings and Ceremonies,4 a.m. - 11:30 p.m.,-122.3325568,47.66415869,"(47.664159, -122.332557)"
456,Hiawatha Playfield,Restrooms (ADA Compliant),4 a.m. - 11:30 p.m.,-122.3849647,47.57827243,"(47.578272, -122.384965)"
3887,Interbay Athletic Complex,Restrooms,4 a.m. - 11:30 p.m.,-122.3791913,47.64723939,"(47.647239, -122.379191)"
456,Hiawatha Playfield,Basketball (Half),4 a.m. - 11:30 p.m.,-122.3849647,47.57827243,"(47.578272, -122.384965)"
403,Othello Playground,Restrooms,6 a.m. - 10 p.m.,-122.2781049,47.53621448,"(47.536214, -122.278105)"
454,Hamilton Viewpoint Park,Weddings and Ceremonies,4 a.m. - 11:30 p.m.,-122.3890697,47.59074752,"(47.590748, -122.38907)"
400,Beacon Hill Playground,Restrooms (ADA Compliant),4 a.m. - 11:30 p.m.,-122.3153246,47.58622631,"(47.586226, -122.315325)"
472,West Seattle Stadium,Football,4 a.m. - 11:30 p.m.,-122.3743482,47.56282555,"(47.562826, -122.374348)"
446,Alki Playground,Basketball (Half),4 a.m. - 11:30 p.m.,-122.4073123,47.57849726,"(47.578497, -122.407312)"
403,Othello Playground,Paths,6 a.m. - 10 p.m.,-122.2781049,47.53621448,"(47.536214, -122.278105)"
376,Montlake Playfield,View,4 a.m. - 11:30 p.m.,-122.310081,47.64240669,"(47.642407, -122.310081)"
497,Ballard Playground,Pool (Indoor),4 a.m. - 11:30 p.m.,-122.3915498,47.67278587,"(47.672786, -122.39155)"
242,Gilman Playground,Basketball (Half),4 a.m. - 11:30 p.m.,-122.369684,47.66729167,"(47.667292, -122.369684)"
414,Lakewood Playfield,Restrooms,4 a.m. - 11:30 p.m.,-122.2700596,47.5588308,"(47.558831, -122.27006)"
382,Pinehurst Playground,Baseball/Softball,4 a.m. - 11:30 p.m.,-122.3146282,47.71643622,"(47.716436, -122.314628)"
303,Bayview Playground,Play Area (ADA Compliant),4 a.m. - 11:30 p.m.,-122.3867861,47.6438017,"(47.643802, -122.386786)"
497,Ballard Playground,Soccer,4 a.m. - 11:30 p.m.,-122.3915498,47.67278587,"(47.672786, -122.39155)"
251,Soundview Playfield,Wading Pool or Water Feature,4 a.m. - 11:30 p.m.,-122.3788784,47.69541575,"(47.695416, -122.378878)"
319,Magnolia Playfield,Soccer,4 a.m. - 11:30 p.m.,-122.3994722,47.64374582,"(47.643746, -122.399472)"
352,Meadowbrook Playfield,Tennis Court (Outdoor),4 a.m. - 11:30 p.m.,-122.2934929,47.70577111,"(47.705771, -122.293493)"
402,Brighton Playfield,Tennis Court (Outdoor),6 a.m. - 10 p.m.,-122.2820996,47.54838735,"(47.548387, -122.2821)"
457,Highland Park Playground,Tennis Court (Outdoor),4 a.m. - 11:30 p.m.,-122.349034,47.52737972,"(47.52738, -122.349034)"
410,Georgetown Playfield,Play Area (ADA Compliant),4 a.m. - 11:30 p.m.,-122.3213956,47.55161973,"(47.55162, -122.321396)"
3881,Maple Leaf Resevoir Park,Restrooms,4 a.m. - 11:30 p.m.,-122.3156129,47.6890145,"(47.689015, -122.315613)"
3920,Emma Schmitz Memorial Overlook,View,6 a.m. - 11 p.m.,-122.4071204,47.56289757,"(47.562898, -122.40712)"
435,University Playground,Pesticide Free,6 a.m. - 10 p.m.,-122.3193123,47.66444741,"(47.664447, -122.319312)"
353,Garfield Playfield,Tennis Court (Outdoor),6 a.m. - 10 p.m.,-122.3014119,47.6070978,"(47.607098, -122.301412)"
435,University Playground,Baseball/Softball,6 a.m. - 10 p.m.,-122.3193123,47.66444741,"(47.664447, -122.319312)"
3887,Interbay Athletic Complex,T-Ball,4 a.m. - 11:30 p.m.,-122.3791913,47.64723939,"(47.647239, -122.379191)"
496,Burke-Gilman Playground Park,Restrooms,4 a.m. - 11:30 p.m.,-122.282623,47.66663386,"(47.666634, -122.282623)"
402,Brighton Playfield,Play Area (ADA Compliant),6 a.m. - 10 p.m.,-122.2820996,47.54838735,"(47.548387, -122.2821)"
373,Miller Playfield,Basketball (Full),6 a.m. - 10 p.m.,-122.3062614,47.62143332,"(47.621433, -122.306261)"
373,Miller Playfield,Wading Pool or Water Feature,6 a.m. - 10 p.m.,-122.3062614,47.62143332,"(47.621433, -122.306261)"
454,Hamilton Viewpoint Park,View,4 a.m. - 11:30 p.m.,-122.3890697,47.59074752,"(47.590748, -122.38907)"
418,Maple Wood Playfield,Soccer,4 a.m. - 11:30 p.m.,-122.3188451,47.56004088,"(47.560041, -122.318845)"
330,West Queen Anne Playfield,Play Area (ADA Compliant),4 a.m. - 11:30 p.m.,-122.3595039,47.63551408,"(47.635514, -122.359504)"
472,West Seattle Stadium,Restrooms,4 a.m. - 11:30 p.m.,-122.3743482,47.56282555,"(47.562826, -122.374348)"
353,Garfield Playfield,Restrooms (ADA Compliant),6 a.m. - 10 p.m.,-122.3014119,47.6070978,"(47.607098, -122.301412)"
1104,Meridian Playground,Picnic Sites,4 a.m. - 11:30 p.m.,-122.3325568,47.66415869,"(47.664159, -122.332557)"
340,Laurelhurst Playfield,Baseball/Softball,6 a.m. - 10 p.m.,-122.2780192,47.65988952,"(47.65989, -122.278019)"
378,Peppi's Playground,Wading Pool or Water Feature,4 a.m. - 11:30 p.m.,-122.2906016,47.60272347,"(47.602723, -122.290602)"
287,Froula Playground,Tennis Court (Outdoor),4 a.m. - 11:30 p.m.,-122.3139784,47.68053832,"(47.680538, -122.313978)"
404,Cleveland Playfield,Tennis Court (Outdoor),4 a.m. - 11:30 p.m.,-122.315542,47.55201155,"(47.552012, -122.315542)"
456,Hiawatha Playfield,Wading Pool or Water Feature,4 a.m. - 11:30 p.m.,-122.3849647,47.57827243,"(47.578272, -122.384965)"
431,Van Asselt Playground,Community Center,6 a.m. - 10 p.m.,-122.2940676,47.5394461,"(47.539446, -122.294068)"
251,Soundview Playfield,Football,4 a.m. - 11:30 p.m.,-122.3788784,47.69541575,"(47.695416, -122.378878)"
400,Beacon Hill Playground,Basketball (Half),4 a.m. - 11:30 p.m.,-122.3153246,47.58622631,"(47.586226, -122.315325)"
251,Soundview Playfield,Rugby,4 a.m. - 11:30 p.m.,-122.3788784,47.69541575,"(47.695416, -122.378878)"
288,Bitter Lake Playfield,Play Area (ADA Compliant),4 a.m. - 11:30 p.m.,-122.3493143,47.72420909,"(47.724209, -122.349314)"
288,Bitter Lake Playfield,Community Center,4 a.m. - 11:30 p.m.,-122.3493143,47.72420909,"(47.724209, -122.349314)"
4006,Bagley Viewpoint,View,4 a.m. - 11:30 p.m.,-122.3183469,47.64301484,"(47.643015, -122.318347)"
422,Rainier Beach Playfield,Pool (Indoor),4 a.m. - 11:30 p.m.,-122.2731358,47.52504095,"(47.525041, -122.273136)"
353,Garfield Playfield,Tennis Lights,6 a.m. - 10 p.m.,-122.3014119,47.6070978,"(47.607098, -122.301412)"
378,Peppi's Playground,Restrooms (ADA Compliant),4 a.m. - 11:30 p.m.,-122.2906016,47.60272347,"(47.602723, -122.290602)"
353,Garfield Playfield,Soccer,6 a.m. - 10 p.m.,-122.3014119,47.6070978,"(47.607098, -122.301412)"
4429,Kiwanis Memorial Preserve Park,View,4 a.m. - 11:30 p.m.,-122.4032368,47.66025052,"(47.660251, -122.403237)"
458,E.C. Hughes Playground,Restrooms,4 a.m. - 11:30 p.m.,-122.3695452,47.53280491,"(47.532805, -122.369545)"
288,Bitter Lake Playfield,Baseball/Softball,4 a.m. - 11:30 p.m.,-122.3493143,47.72420909,"(47.724209, -122.349314)"
287,Froula Playground,Play Area (ADA Compliant),4 a.m. - 11:30 p.m.,-122.3139784,47.68053832,"(47.680538, -122.313978)"
449,Wallingford Playfield,Soccer,4 a.m. - 11:30 p.m.,-122.3374437,47.65854443,"(47.658544, -122.337444)"
378,Peppi's Playground,Play Area (ADA Compliant),4 a.m. - 11:30 p.m.,-122.2906016,47.60272347,"(47.602723, -122.290602)"
449,Wallingford Playfield,Restrooms (ADA Compliant),4 a.m. - 11:30 p.m.,-122.3374437,47.65854443,"(47.658544, -122.337444)"
319,Magnolia Playfield,Play Area (ADA Compliant),4 a.m. - 11:30 p.m.,-122.3994722,47.64374582,"(47.643746, -122.399472)"
410,Georgetown Playfield,Restrooms,4 a.m. - 11:30 p.m.,-122.3213956,47.55161973,"(47.55162, -122.321396)"
446,Alki Playground,Soccer,4 a.m. - 11:30 p.m.,-122.4073123,47.57849726,"(47.578497, -122.407312)"
251,Soundview Playfield,Tennis Court (Outdoor),4 a.m. - 11:30 p.m.,-122.3788784,47.69541575,"(47.695416, -122.378878)"
456,Hiawatha Playfield,Tennis Court (Outdoor),4 a.m. - 11:30 p.m.,-122.3849647,47.57827243,"(47.578272, -122.384965)"
423,Rainier Playfield,Baseball/Softball,4 a.m. - 11:30 p.m.,-122.2862001,47.56181733,"(47.561817, -122.2862)"
439,Hutchinson Playground,Restrooms,4 a.m. - 11:30 p.m.,-122.2600621,47.51431208,"(47.514312, -122.260062)"
